unb;pdv
455;91351
455;19396
455;11288
455;1945
455;90832
455;5508
455;27025
455;14539
455;18411
455;9093
455;18467
455;97476
455;11334
455;97128
455;15991
455;98866
870269;37733
870269;17131
905216;12
905216;13665
864625;40918
874779;6287
874566;117
878553;89246
455;97120
874779;25020
878553;89059
864625;5629
874566;108
869120;57360
874779;12085
868558;265
874779;4523
455;21876
455;93679
455;6503
455;10965
1716000;3617
542644;52605
542644;70883
1716000;6556
1716000;17778
542644;3921
1716000;10976
1716000;16754
1716000;17985
542644;74999
1716000;16979
542644;62997
542644;19809
600741;84698
542644;22792
542644;6383
741795;4929
542644;27370
1716000;11486
741795;2886
1716000;92422
741795;5736
987280;9398
542644;26336
1716000;11091
542644;21771
542644;53252
542644;1845
741795;496
669610;2897
1716000;99846
542644;41683
542644;48256
542644;49703
542644;48226
1716000;13537
987280;6819
1716000;16614
542644;19135
542644;65276
542644;3208
542644;15882
542644;21723
542644;24946
542644;86118
542644;35109
542644;49663
987280;9205
542644;27728
542644;34403
542644;69172
542644;79421
1716000;9653
542644;32433
542644;79917
542644;17389
741795;1582
542644;87338
987280;20627
542644;49281
600741;86264
1716000;12220
741795;2412
741795;6464
542644;55595
987280;2351
1716000;18290
542644;89698
600741;84346
542644;39714
987280;20300
542644;19514
542644;87904
542644;1619
542644;21894
987280;9166
542644;74348
669610;5317
542644;86556
542644;4317
542644;73560
542644;4917
542644;57616
1716000;94020
1716000;92004
741795;908
669261;4667
542644;91385
542644;92155
741795;2817
1716000;8488
542644;11623
669261;3153
542644;44940
542644;11419
542644;27927
542644;18688
542644;46666
542644;78875
542644;28443
542644;89506
987280;11851
1716000;14392
741795;2700
542644;98504
542644;87372
669261;60910
987280;2211
542644;25745
542644;55751
542644;42846
542644;46065
741795;5925
1716000;15363
542644;12023
1716000;14623
987280;12301
542644;77632
542644;278
542644;88722
669261;3173
542644;10523
542644;8112
542644;86545
542644;78276
542644;22780
1716000;12864
1716000;18695
542644;54399
542644;3370
1716000;12083
542644;47153
1716000;3363
542644;2705
542644;58723
542644;39607
542644;93296
542644;44602
542644;88075
542644;13258
1716000;20057
542644;7226
542644;27260
741795;5844
1716000;18861
542644;4195
542644;53590
1716000;11936
1716000;12563
542644;45436
542644;9589
1716000;14675
542644;27063
1716000;17711
1716000;16840
741795;5726
542644;83968
542644;12133
542644;2177
542644;31625
542644;90617
724009;15393
734004;20856
992453;2837
734004;15691
734004;9817
734004;5043
734004;9223
734004;21482
724009;19581
734004;90770
1016261;1007
1016261;1509
724009;19673
724009;4950
992461;98530
1016261;2202
734004;90785
724009;19206
734004;22707
1016261;505
734004;99770
724009;6798
734004;22112
734004;5734
1016261;2160
1016261;836
724009;17871
1016261;622
734004;19816
734004;20188
724009;7696
734004;22154
1016261;1226
734004;91672
1016261;557
1016261;1665
1016261;2223
724009;18791
992453;4482
734004;22488
992453;5745
724009;18433
724009;19482
1016261;129
724009;1593
970751;3359
970751;2632
1320009;31020
1320009;13189
1131001;7810
323527;19120
1017039;199
323527;12932
295370;34441
637858;99818
1017039;7967
1320009;9720
295370;33131
323527;19714
698008;25881
637858;92597
698008;30821
323527;10601
295370;37534
878928;5733
698008;47930
970751;3399
1320009;6321
698008;26894
323527;10194
360384;23299
637858;94722
1863002;37136
698008;14659
698008;31425
698008;27265
323527;2870
1320009;3441
878928;5055
295370;28678
1320009;5307
1320009;26247
698008;27797
1017039;8927
970751;4935
599719;2007
703354;2941
376469;3288
992461;97774
613770;801
376469;2653
703354;131
703354;3419
703354;2264
376469;6869
703354;3166
495352;5243
376469;9777
376469;9671
495352;4348
495352;7887
992461;5080
703354;4
703354;2923
703354;3566
376469;4387
613673;1163
992461;97546
376469;4704
992461;98809
495352;3893
376469;7420
992461;4942
376469;7933
992461;8963
376469;5600
376469;4614
992461;97070
992461;7724
613673;4032
703354;3373
992461;6346
495352;101
376469;10581
703354;1095
992461;8735
741795;4909
734004;22991
669261;3815
734004;19762
600741;5672
542644;9765
992453;6839
542644;4289
734004;10130
734004;22900
992453;6936
542644;21296
542644;87406
542644;16235
987280;3024
1016261;1507
1716000;93648
542644;28514
987280;20782
542644;20913
542644;20583
987280;20600
1120000;596
669261;4935
734004;95997
992453;6592
542644;26496
600741;75828
542644;96969
542644;1558
996122;97833
542644;12844
734004;21040
542644;1568
724009;19902
669261;4456
1716000;93714
542644;6748
669261;4421
1716000;90268
1716000;18554
542644;70008
542644;29200
542644;67193
734004;17006
734004;22292
542644;33406
734004;17770
734004;7158
542644;4356
542644;62829
669261;97390
606634;93963
542644;85874
1016261;2283
542644;24626
734004;90394
600741;5427
669261;5230
987280;10945
734004;96340
542644;78992
724009;50724
600741;5505
741795;4770
734004;22769
1716000;12874
741795;60256
734004;22489
606634;97019
987280;10368
542644;4034
600741;5629
542644;23906
542644;90937
987280;12640
542644;18889
1716000;16885
542644;26140
542644;6053
606634;96816
669261;4351
542644;3993
734004;81241
542644;8690
734004;20499
542644;20612
542644;14789
734004;8087
606634;94693
606634;94049
600741;1453
669261;3611
1716000;19353
542644;22833
542644;1126
734004;23038
542644;16379
542644;88032
734004;22952
542644;3243
542644;92492
724009;50019
1716000;10762
600741;82649
996122;97787
724009;19846
542644;20351
669261;4909
1016261;1904
542644;92257
1016261;238
987280;12271
606634;97082
724009;2095
1120000;3561
542644;28611
542644;83926
734004;10506
741795;1595
669261;4824
996122;96151
724009;17411
724009;19786
542644;77499
542644;19698
669261;97556
1016261;1229
1716000;13725
542644;35336
1016261;423
1016261;1204
542644;9006
542644;16545
542644;2721
1016261;1424
542644;36574
600741;5084
1016261;751
542644;79435
734004;16707
542644;27396
1716000;93514
542644;52215
542644;34402
542644;10180
734004;19359
542644;84513
1716000;93024
542644;31253
542644;49544
542644;26220
542644;89002
542644;48589
741795;2248
1716000;7658
992453;4188
542644;1578
542644;14122
542644;30826
542644;77804
542644;17470
542644;19692
669261;7719
542644;650
1716000;19322
1016261;145
741795;5179
542644;15581
1716000;90616
734004;21830
542644;26760
542644;84966
542644;5900
1716000;92053
542644;81991
542644;28706
1016261;827
542644;25345
542644;85997
542644;760
741795;2073
1716000;5810
1716000;12820
542644;92961
734004;3017
542644;1447
542644;64106
734004;21432
542644;45486
542644;77752
542644;5308
542644;83874
1716000;91714
542644;26403
542644;92531
1716000;17853
698008;23737
1320009;5495
1863002;34919
1320009;6212
323527;18833
1320009;17675
698008;19653
878928;4224
637858;91160
323527;19371
323527;19112
360384;24036
323527;10329
1863002;37720
698008;27510
857890;455
1320009;25299
1863002;29972
1863002;38138
323527;12470
619132;74073
1320009;20619
323527;19713
1017039;8508
1017039;323
1320009;24951
970751;7036
1320009;18323
295370;33326
599719;4015
1863002;34918
698008;14016
619132;73721
1131001;8319
698008;31875
1863002;22931
295370;36745
1863002;37057
295370;26960
295370;31374
619132;72008
857890;51404
1863002;33633
360384;23957
599719;2139
1863002;33136
599719;2889
1863002;32799
1863002;38013
295370;32962
295370;34345
698008;29058
295370;37503
1863002;36981
698008;32118
1863002;37814
970751;7390
295370;33295
1863002;33469
1863002;34063
619132;74368
1863002;35161
1863002;1590
970751;4701
1863002;34397
970751;7412
599719;4174
1863002;31300
1863002;28851
1863002;33193
295370;34678
970751;4924
1320009;32508
295370;35656
1863002;37626
1863002;32891
1863002;32853
1716000;14789
542644;17753
741795;5516
542644;37869
542644;1334
724009;16999
542644;22767
734004;21932
734004;17387
724009;18205
542644;4153
734004;241
992453;4125
542644;93215
542644;40340
542644;34589
741795;3930
542644;78467
542644;19156
1716000;10430
542644;39251
741795;97383
734004;8898
734004;21495
542644;83316
724009;4290
992453;6815
542644;86818
542644;69303
542644;91252
669261;97742
734004;5267
542644;15289
542644;20800
734004;21216
734004;16043
1716000;91870
606634;94178
542644;28293
734004;18951
542644;26337
542644;31854
542644;70359
741795;6243
1716000;94600
542644;87685
295370;33912
1320009;240
1863002;37120
1131001;426
613339;15159
734004;12516
1016261;36
857890;50784
619132;74727
295370;37279
734004;21820
295370;33403
698008;20802
637858;94413
1017039;7851
360384;24665
992453;6469
295370;32721
599719;3840
698008;22496
1863002;31903
1863002;33097
295370;34596
734004;22803
599719;3054
970751;1716
734004;14050
734004;20737
970751;3686
734004;94443
1863002;34304
1863002;36984
599719;3175
698008;30132
698008;28982
376469;7397
376469;7311
376469;10420
613673;2501
613673;2429
703354;2202
637858;94757
376469;6190
878928;13742
376469;8623
1320009;99822
619132;74974
619132;71066
1320009;20746
599719;3215
878928;12941
323527;19166
599719;4034
599719;24566
599719;3124
703354;1172
619132;75085
619132;73724
1320009;32665
1320009;10480
1320009;32769
360384;25455
376469;10360
698008;28378
698008;30490
637858;94656
376469;10321
619132;70757
698008;28753
1320009;13649
1320009;8798
857890;51402
619132;73549
1320009;91851
1320009;5477
1320009;98828
1320009;25763
613770;1402
703354;4040
495352;6576
495352;4403
376469;9839
376469;10650
495352;8976
376469;9695
495352;5517
703133;3381
613770;993
495352;8596
703354;586
495352;7119
376469;10707
703354;3977
495352;9217
734004;21604
992453;6796
734004;21112
992453;294
734004;81557
734004;22811
734004;97871
734004;21852
734004;8418
734004;8952
734004;19067
734004;18069
734004;81562
376469;546
1320009;32792
613673;4961
495352;5641
1320009;2878
698008;25983
698008;25974
724009;14516
698008;20143
698008;26056
734004;22624
734004;92526
1716000;17406
606634;94568
542644;53762
542644;3771
542644;88175
987280;10863
542644;22919
542644;93346
542644;91981
669610;2074
669610;4574
741795;2254
542644;129
542644;10541
542644;20691
606634;97137
542644;52710
542644;29714
107000;4276
107000;3039
542644;45918
600741;2894
295370;32350
1863002;36582
295370;34584
295370;36681
1863002;29376
295370;35654
970751;7226
295370;32742
1863002;31305
878928;4632
1863002;33481
1863002;6238
1863002;32749
1863002;37983
1863002;36007
295370;35757
295370;36952
1863002;27425
295370;28885
1863002;3204
970751;6718
741795;1832
669610;5508
542644;4558
600741;1861
542644;85260
1716000;16640
376469;9166
376469;9849
1716000;17601
703133;2052
703354;2692
703354;3600
703354;3164
376469;9121
376469;10546
376469;9603
542644;46191
542644;300
495352;8739
1716000;18586
376469;519
376469;6851
542644;84077
542644;43012
542644;26918
669610;61806
542644;39915
542644;80593
542644;43883
741795;5901
542644;69688
987280;10531
987280;19939
376469;1865
600741;5423
606634;94657
376469;10308
878928;13527
741795;6259
996122;97842
669610;5000
542644;41466
600741;2308
542644;4408
542644;1339
703354;1571
495352;700
295370;25128
878928;13609
295370;28027
741795;4774
724009;19134
1863002;38004
878928;13324
878928;13062
878928;13055
1120000;3463
878928;411
599719;3876
323527;5241
992461;97657
992461;98998
992461;683
992461;98801
992461;30093
992461;97014
992461;8699
992461;96988
992461;30466
992461;98199
992461;98914
992461;4571
992461;8752
992461;99023
992461;8237
992461;5748
992461;4920
992461;5788
992461;98577
992461;99192
992461;99116
599719;2093
703354;2929
734004;7961
703354;2150
970751;6387
734004;19573
724009;19345
376469;1471
703354;3330
376469;4673
376469;7144
703354;2914
970751;6813
376469;5339
599719;1102
734004;14125
703354;2064
376469;4768
376469;7013
970751;5563
376469;10637
734004;21700
734004;17874
613770;838
970751;6821
703354;2089
703354;3682
295370;30894
703354;2018
703354;1390
992453;6922
376469;4832
495352;974
613673;958
698008;29258
376469;7502
703354;3662
698008;32082
376469;1523
1131001;222
703354;1058
734004;22369
600741;2422
542644;4164
542644;20781
987280;9048
360384;21690
1716000;8917
669610;4996
542644;15653
542644;24694
698008;23816
542644;30308
987280;12359
741795;5734
669261;3005
741795;1793
987280;852
1716000;14225
542644;15795
1716000;17136
542644;11646
996122;97831
606634;93594
741795;5968
542644;95535
542644;20231
734004;19864
360384;23350
669610;4619
542644;44101
542644;87002
542644;84245
1716000;18863
542644;93015
987280;12402
987280;10263
542644;37326
669610;12706
1716000;19323
987280;54
542644;95402
542644;99332
606634;93907
987280;19806
542644;92484
741795;6088
1716000;15900
542644;79217
542644;92266
1716000;19050
734004;81936
669610;5567
542644;79516
107000;9579
542644;96264
1716000;16134
542644;62752
987280;11711
542644;98775
542644;8123
542644;2886
542644;26071
107000;6168
1320009;14525
619132;73214
295370;36596
1863002;25393
1863002;34223
295370;34225
1863002;34814
599719;4051
1863002;30487
599719;2619
599719;3900
599719;3159
599719;3385
599719;3067
295370;22974
970751;3260
1863002;38008
1863002;34392
857890;131
376469;2079
724009;16326
724009;17951
542644;27585
542644;74626
724009;17760
376469;9154
703354;2033
987280;20630
703133;695
734004;18933
703133;146
734004;7365
734004;99714
495352;8396
1120000;2700
606634;96949
724009;17924
724009;18378
703133;499
542644;79177
542644;29813
542644;78323
1716000;17604
734004;22861
724009;19150
606634;97090
1016261;1003
724009;19462
734004;2700
734004;10313
734004;91799
703133;3817
495352;9079
376469;1377
542644;18047
542644;2398
741795;5928
542644;4242
987280;19560
703354;3905
734004;22839
376469;958
495352;9410
734004;21569
741795;924
1120000;3501
734004;9781
542644;7123
1016261;2103
1716000;14703
734004;22265
376469;6516
734004;15882
734004;82235
703133;1490
613770;3973
1716000;19241
724009;18462
542644;86438
734004;90976
734004;22791
734004;572
734004;18134
734004;99030
1131001;8702
734004;15825
734004;7403
734004;2074
1131001;5668
376469;10615
495352;9044
703354;833
703133;4035
376469;2603
734004;1146
703354;1631
376469;5304
703354;2142
734004;21857
734004;14325
703133;529
992453;6616
1016261;494
734004;18218
734004;22632
1120000;2306
724009;17942
1016261;1688
1017039;8642
1120000;50699
1016261;2099
992453;4330
734004;6797
992453;883
992453;6767
987280;18809
987280;20722
1120000;511
542644;28344
600741;1475
600741;5698
734004;17432
669261;5187
734004;23172
1716000;18915
724009;16308
987280;12418
542644;52220
542644;47957
741795;5981
741795;392
542644;77003
1016261;2252
669610;5463
542644;3814
987280;8666
992453;6798
734004;99701
987280;20681
542644;28867
992453;4634
542644;7835
734004;21761
724009;16013
987280;1145
542644;89109
987280;9420
542644;65756
542644;1141
542644;94595
724009;15093
987280;13051
741795;5832
1716000;18624
542644;1937
987280;20634
987280;10435
542644;61050
987280;10145
542644;45740
542644;2722
669610;51007
542644;82953
724009;19374
987280;18222
987280;1540
1716000;17605
542644;51539
637858;90892
698008;25429
295370;35562
295370;37562
970751;6910
698008;30164
698008;31926
970751;630
323527;11367
970751;6294
295370;37544
323527;19475
295370;35052
295370;26446
698008;24863
1320009;32593
1017039;8126
295370;37399
295370;37633
360384;22704
619132;71406
878928;330
1863002;37827
323527;17925
970751;1427
606634;97261
542644;4074
1120000;1244
1716000;94613
669610;13175
542644;88648
542644;86429
1716000;17047
724009;15394
542644;18786
542644;2114
724009;18651
669610;1125
987280;405
1716000;19189
542644;79628
542644;33903
542644;91745
734004;22079
987280;20466
669261;4468
542644;5106
1716000;17542
987280;5619
996122;97819
669610;5262
987280;20590
542644;25531
542644;92618
1716000;10600
542644;79925
734004;22047
987280;18529
542644;86134
669261;4579
987280;10948
542644;15830
542644;78979
734004;22132
1716000;12026
992453;4493
669261;4874
734004;18408
669610;50880
1120000;2917
734004;1438
992453;6040
542644;11773
987280;10517
542644;74429
724009;14624
734004;99927
992453;6887
542644;3270
542644;79666
987280;12208
987280;20168
542644;11394
542644;23959
987280;17297
987280;19149
1120000;672
1016261;634
734004;16070
987280;4237
542644;51045
734004;17276
1716000;4255
734004;1166
734004;82128
987280;10257
542644;27368
542644;22976
734004;82447
542644;339
987280;10638
542644;79587
542644;56223
1716000;93477
669610;1935
724009;19128
542644;16726
542644;28519
734004;16168
542644;141
669610;2460
734004;20877
857890;51167
323527;19294
323527;19590
1320009;29855
295370;36884
1863002;29374
599719;4075
698008;27668
619132;99954
295370;34592
295370;35723
295370;4708
295370;36498
1863002;33889
295370;33746
1863002;36647
295370;33168
698008;28814
619132;74840
619132;79641
295370;13049
295370;36072
698008;29688
1320009;32973
1863002;36814
295370;29655
1863002;36958
295370;32676
1320009;13213
619132;74773
599719;4139
970751;6834
1320009;4671
1863002;37709
619132;72983
698008;24834
1017039;22
1863002;34395
360384;24364
295370;37263
323527;8922
1017039;7949
857890;50452
599719;2849
1017039;8247
295370;35815
857890;51220
970751;7257
619132;71762
857890;94
698008;47556
295370;37357
1863002;35106
295370;31308
857890;275
1716000;2206
987280;7245
1716000;94494
542644;5508
542644;84967
1716000;14197
1716000;98615
542644;87252
542644;78822
669261;4941
987280;5457
542644;18198
1016261;1679
1120000;3456
542644;35347
987280;19336
669610;2408
996122;96053
542644;50476
734004;17002
1016261;893
987280;2208
987280;7278
669261;4088
542644;61863
669261;5078
1716000;16702
1716000;17681
741795;6317
734004;22538
542644;65448
734004;22935
542644;79081
542644;19030
1716000;78065
600741;1215
1716000;16428
542644;79257
542644;96554
600741;86501
542644;41914
606634;94293
542644;53726
542644;41111
542644;20998
542644;87381
987280;7265
669610;2435
734004;19020
542644;90448
542644;89021
741795;5746
987280;6408
542644;1105
669610;2091
542644;13281
542644;2866
542644;49482
1716000;18499
1716000;19329
542644;12843
1716000;15364
606634;94373
542644;86878
542644;32004
542644;76224
1716000;14222
542644;40199
542644;89123
741795;1138
542644;4624
542644;30812
987280;2245
495352;9413
376469;10671
1716000;19172
1716000;5604
669261;6477
987280;8660
741795;40384
669261;2913
376469;1915
376469;4774
495352;4345
542644;48866
542644;21047
542644;20137
542644;22080
542644;91459
542644;79448
495352;3396
613770;1330
1716000;14348
542644;10673
376469;10161
376469;5384
613770;4236
542644;93352
613770;865
542644;45311
542644;85862
1716000;18899
376469;3619
542644;20588
542644;79577
542644;86170
495352;4827
703354;1648
542644;98379
987280;13530
669261;96537
613673;2478
542644;63496
987280;18880
1716000;17078
741795;5032
542644;20400
495352;9495
703133;1956
606634;96299
542644;79073
542644;88825
542644;96884
1716000;13262
542644;7382
542644;67535
987280;19122
703133;1755
669610;1376
724009;18204
1017039;9096
724009;17222
724009;17293
1017039;4330
992453;5731
857890;406
619132;74639
1320009;9990
1320009;26996
1320009;2598
637858;94855
619132;74757
1320009;12612
1320009;20761
1320009;16992
1320009;4732
1320009;32775
857890;51707
857890;51721
637858;92580
1320009;6364
323527;19648
1863002;29735
295370;37437
698008;30374
295370;32743
599719;1915
1863002;36983
1863002;38141
295370;36217
698008;2823
1863002;35808
1863002;1498
1863002;31771
1863002;34801
1863002;37971
878928;10497
599719;199
295370;30863
970751;7395
295370;12877
970751;6744
599719;4919
878928;5751
734004;17111
734004;18148
724009;19738
1016261;1440
992453;6983
724009;17395
724009;1638
992453;6563
542644;87331
542644;26045
669261;6765
987280;10682
542644;27789
669261;4319
542644;78782
542644;93010
542644;46897
741795;5816
542644;9611
741795;50040
542644;78917
600741;86296
542644;21150
606634;94422
741795;1949
542644;21147
542644;99117
542644;23524
542644;79406
987280;13293
542644;80530
542644;67440
741795;4975
1716000;18376
542644;86534
542644;50555
542644;16133
542644;78152
1017039;9155
1863002;31467
970751;3748
878928;788
619132;79647
613339;14046
1017039;8090
1320009;6623
878928;2090
323527;12987
878928;101
970751;7013
542644;57022
542644;57501
600741;563
600741;1846
992453;6396
600741;81199
1716000;14375
734004;17394
987280;2551
987280;12881
542644;4525
724009;5895
542644;79458
600741;5671
992453;6256
606634;95969
734004;21985
724009;6022
542644;61830
724009;19131
987280;13132
669261;5048
734004;99467
734004;22859
542644;27417
724009;50659
1716000;81147
992453;6768
724009;17704
734004;20189
1716000;2981
1120000;594
1716000;17973
600741;1948
542644;91614
542644;97758
1131001;8121
1863002;37088
599719;2758
599719;2664
295370;35362
599719;24582
599719;4061
295370;33092
599719;2825
1863002;38139
970751;5945
1863002;34721
295370;36835
295370;37343
599719;3984
619132;70076
295370;29453
970751;6922
878928;3571
1320009;7249
1320009;20228
295370;37257
495352;7231
360384;21743
734004;16645
613673;3762
703133;1111
495352;8814
323527;17418
857890;51588
495352;9347
734004;17284
613673;374
1863002;30033
613673;1824
495352;4164
703354;3964
613673;1484
987280;19078
376469;1729
613673;4880
495352;5508
613673;2212
495352;5183
613770;969
495352;7553
613673;1239
703133;1607
1716000;14870
542644;4855
376469;2894
703133;1950
703133;3668
1017039;8416
542644;78745
734004;9722
613673;1060
703354;1685
495352;3906
495352;5600
613673;1236
376469;8391
613673;1346
376469;2285
703133;1380
703133;468
613673;846
376469;5664
376469;4522
613673;2498
376469;9251
495352;3496
613673;1008
376469;10577
703354;2558
613673;4660
613673;4772
703354;2475
613673;2535
703354;2440
1863002;33580
295370;37395
599719;952
323527;18510
295370;36744
698008;24280
295370;32390
360384;24087
698008;75
295370;33412
878928;2985
698008;29805
295370;33302
1863002;20025
1863002;30270
698008;29678
1863002;30531
542644;26076
1716000;18125
724009;16414
734004;17047
1716000;19031
542644;8287
542644;95118
724009;19631
542644;38003
542644;40454
606634;96863
987280;10135
669261;3940
734004;18875
1716000;3790
542644;19474
542644;76429
542644;65933
734004;9580
734004;1184
669610;5641
741795;1333
669261;50777
987280;12160
734004;13576
1716000;19034
724009;9240
1716000;12229
734004;9759
987280;5368
542644;13756
1016261;2125
542644;54621
734004;82203
1016261;1937
734004;95512
734004;90359
1716000;18833
542644;4080
734004;17698
734004;22461
734004;6585
1863002;28338
698008;6620
1716000;16649
1716000;3973
734004;18251
542644;20692
734004;2287
1120000;2557
734004;22562
741795;1902
600741;5314
542644;1473
600741;5687
1716000;17381
323527;10228
542644;19921
542644;55483
542644;94585
734004;20453
1131001;6691
376469;6167
734004;16734
376469;10332
1131001;1342
995975;12106
1582003;23619
495352;7004
1002520;39
1320009;31378
495352;9428
995975;34858
107000;1777
376469;9685
1002520;24231
995975;35045
376469;10739
995975;2065
107000;9658
1131001;7019
1582003;24004
990590;22892
703354;2798
1002520;13999
698008;28774
990590;30447
1131001;9067
376469;10276
1131001;9108
376469;9112
1131001;5781
724009;8393
619132;71836
619132;73373
619132;73651
619132;73843
606634;97160
619132;71413
995975;13735
995975;34524
995975;9067
1582003;12586
995975;35098
995975;34084
995975;12204
990590;23006
995975;13080
1582003;13073
995975;12372
995975;807
995975;6053
995975;35406
995975;253
995975;35462
995975;89021
995975;7294
376469;106
376469;4605
495352;5213
703354;2663
703354;1427
376469;1815
495352;5891
495352;7690
376469;8477
495352;2321
703354;2328
376469;4638
360384;25846
542644;34494
698008;22227
107000;2734
360384;22762
987280;11346
542644;29424
1320009;3568
107000;13203
1320009;3484
606634;93484
323527;8259
1120000;2971
107000;1186
619132;73138
619132;74020
1320009;4376
1320009;14720
619132;79439
992453;1068
360384;23631
987280;18704
1320009;6650
107000;6110
107000;338
323527;9026
107000;498
360384;24369
1320009;1684
542644;25964
1017039;7941
698008;32302
992453;615
734004;4856
1716000;5977
724009;19059
1120000;3626
360384;20508
734004;12563
734004;460
360384;26361
360384;22024
542644;32368
734004;21963
734004;9826
1016261;285
360384;25825
987280;19120
698008;25417
107000;4622
323527;3677
734004;99065
724009;16668
1131001;7654
987280;2110
1120000;7649
360384;23256
987280;4964
1131001;506
987280;4875
734004;15986
734004;18427
987280;562
734004;22866
1016261;550
323527;18353
600741;5569
992453;6576
970751;6565
107000;4366
734004;16192
995975;89167
995975;33252
1582003;10411
734004;22822
376469;10723
495352;9224
995975;13987
703354;1394
734004;97996
698008;48282
995975;14108
1016261;455
703133;4026
376469;10679
703133;1261
995975;8086
995975;6570
995975;33969
990590;195
995975;11
995975;8842
995975;33812
990590;22636
878928;5205
1863002;38113
1017039;9273
703354;3933
878928;577
1863002;35981
698008;31309
1863002;26870
495352;4710
703354;1662
542644;58275
323527;1125
295370;34462
599719;46159
724009;18719
734004;90490
724009;6726
669261;5238
734004;16322
734004;81746
295370;12034
1863002;29870
1863002;5353
295370;37729
698008;20243
295370;37413
1120000;495
295370;31492
1863002;3490
495352;6895
878928;5463
1863002;34886
724009;16587
542644;52007
542644;90174
1120000;1536
542644;45694
703354;758
542644;54559
542644;88864
542644;88898
542644;91028
600741;2196
495352;1477
1716000;19048
495352;4504
1716000;16264
376469;178
495352;2690
669610;2350
376469;78
741795;2973
703354;2956
1716000;14087
987280;8259
669261;3544
542644;40461
669610;4453
741795;6081
1716000;4173
1320009;32481
323527;7445
1131001;6110
1131001;8757
1320009;2113
698008;18088
107000;9207
970751;215
970751;6235
857890;50247
323527;2669
698008;23880
1320009;7011
1131001;7119
599719;2079
542644;88518
1716000;10544
542644;11461
542644;78061
992453;5667
734004;6056
295370;31031
1016261;742
1016261;859
734004;6719
542644;73894
734004;18426
323527;22446
724009;19879
495352;8420
295370;37029
495352;6325
734004;95982
878928;5426
295370;9005
987280;3466
542644;12538
987280;20302
542644;28257
542644;17149
698008;31572
698008;28366
295370;34911
987280;942
1120000;2959
542644;44791
542644;7828
542644;88753
542644;16817
542644;20226
987280;13347
724009;16842
1716000;15741
542644;24998
542644;94684
542644;87058
987280;10292
542644;45463
542644;47731
542644;52806
987280;10522
542644;91877
734004;9794
724009;17556
698008;29619
734004;9947
698008;21097
734004;10119
734004;15838
734004;21026
698008;48199
698008;28033
734004;20571
734004;12094
734004;17281
734004;8461
734004;91717
703133;1054
376469;5808
1016261;730
734004;16916
1716000;2308
599719;4070
1716000;17455
734004;90196
734004;21815
734004;6873
542644;14071
698008;31445
734004;16968
734004;23027
1716000;93109
542644;14369
542644;31115
542644;51108
619132;73704
542644;52560
1320009;22404
1320009;32056
606634;97237
376469;6827
495352;3988
295370;22992
1716000;16300
734004;21396
734004;6968
323527;9905
495352;5567
1131001;8370
1131001;7582
857890;51441
1017039;39
698008;27319
970751;2542
107000;533
698008;22801
698008;27043
734004;22371
734004;9965
542644;21331
1716000;19045
542644;5538
542644;38940
724009;17391
1716000;14427
724009;17820
987280;19817
542644;16556
669261;4131
724009;19297
1716000;18006
542644;53259
1716000;15803
542644;45115
992453;6083
542644;30398
992453;3796
992453;6504
542644;73202
542644;77937
1716000;15110
542644;2117
992453;6168
542644;17964
542644;77576
542644;23550
606634;94278
542644;44487
992453;6223
1716000;78447
542644;93095
542644;58167
542644;88350
741795;51402
542644;16454
542644;15248
741795;50122
542644;33070
323527;18760
995975;9454
995975;88853
995975;88992
606634;97075
741795;2809
542644;19326
542644;96055
1320009;5074
1716000;90122
107000;3995
1320009;3446
323527;18757
1320009;4055
360384;23443
669610;99876
599719;637
1320009;5630
1320009;8820
542644;19147
542644;28850
698008;27805
542644;86060
542644;69748
734004;91697
970751;7263
1320009;32100
1320009;5240
542644;16026
987280;5284
669610;4736
619132;72262
878928;4918
1716000;82
1320009;9681
323527;12389
970751;6658
542644;17224
542644;74446
542644;43330
542644;15084
606634;94343
698008;17433
360384;21852
1716000;16125
600741;82054
724009;7612
107000;4306
1716000;92982
542644;14764
606634;90712
613339;14564
542644;26172
542644;73835
669610;11140
542644;8627
542644;24707
599719;2003
542644;69459
542644;78150
542644;60300
295370;32958
724009;4900
542644;36361
698008;31945
600741;3443
600741;5685
542644;23371
107000;2150
992453;2614
724009;18770
619132;71443
542644;73898
1320009;20608
619132;75058
542644;41979
669610;4565
360384;23599
295370;27363
542644;20144
734004;16756
1863002;32677
295370;36229
542644;8739
741795;6313
619132;74581
600741;2434
542644;86974
987280;19828
1016261;614
542644;15407
724009;1787
619132;74165
295370;32227
734004;5268
724009;18725
724009;7407
107000;3547
542644;20531
600741;1297
542644;22508
698008;32563
542644;74448
724009;5995
542644;6065
1320009;25808
107000;936
599719;3096
542644;80356
542644;394
619132;70654
1716000;15214
857890;51184
542644;89414
542644;46967
1863002;33973
857890;98
1716000;80238
1863002;36893
724009;17321
542644;32073
878928;12965
107000;2189
669610;4955
1716000;19399
987280;13174
542644;39071
724009;17588
542644;10745
1716000;5304
295370;28046
698008;30780
878928;4242
619132;73093
698008;27625
987280;19304
542644;20426
734004;19933
734004;19241
987280;19879
987280;18552
613673;709
1863002;34629
295370;29801
613673;706
613673;568
1017039;8862
669610;5502
613673;77
542644;10744
703354;2184
703354;2748
703354;2871
376469;1474
376469;7700
703133;366
703133;2074
376469;10337
376469;6031
376469;2094
734004;22030
613673;4707
295370;31459
613770;2834
